FID,Codigo,Nome,Endereco,Numero,Bairro,CEP,DDD,Telefone,CodigoPonto,tematica,link,geomEquipamentoPublico,exibirWeb
EquipamentoPublicoDados.392,392,Terminal de Transbordo de Passageiros e Rodoviário Doutor Tude Bastos,Avenida do Trabalhador,2,Sítio do Campo,11725000,13,34912589,406,Mobilidade Urbana,,POINT (356120.3051760543 7345176.699026824),1
EquipamentoPublicoDados.393,393,Poupatempo,Avenida Ayrton Senna da Silva,1511,Xixová,11726500,11,41359700,410,Administrativo/Serviços,https://www.poupatempo.sp.gov.br/,POINT (357054.784330975 7345175.729978999),1
EquipamentoPublicoDados.394,394,Junta de Serviço Militar,Avenida Ayrton Senna da Silva (Poupatempo),1511,Xixová,11726500,13,34965400,411,Segurança,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=91&cdProjeto=104,POINT (357060.3111301989 7345130.309674743),1
EquipamentoPublicoDados.395,395,E.E.E. (SABESP),Avenida Ayrton Senna da Silva (Shopping),S/N,Xixová,        ,  ,,412,Saneamento - Rede de Esgotamento Sanitário,,POINT (356825.41599451244 7345555.6209525885),0
EquipamentoPublicoDados.396,396,Escola Estadual Aldeia Tekoa Mirim,Prolongamento da Rua Serra das Areias,2785,Serra do Mar,        ,  ,,414,Educação,,POINT (344876.1522618078 7344603.447791735),1
EquipamentoPublicoDados.397,397,Posto de Cloração Melvi,Prolongamento da Avenida Wilson de Oliveira,2165,Serra do Mar,        ,  ,,415,Saneamento - Rede de Abastecimento de Água,,POINT (342933.901083616 7341509.912634854),1
EquipamentoPublicoDados.398,398,Espaço de Eventos Boqueirão,Rua Emancipador Paulo Fefin,220,Boqueirão,        ,  ,,416,Lazer,,POINT (355819.9098424786 7344101.919241981),1
EquipamentoPublicoDados.399,399,PEV – Ecoponto Canto do Forte,Avenida Ecológica Yolanda da Trentine Giuffrida,1710,Canto do Forte,11700500,  ,,417,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (357545.7946417451 7344557.512951302),1
EquipamentoPublicoDados.400,400,CRATH - Centro de Referência em Atendimento a Tuberculose e Hanseniase,Avenida Presidente Kennedy,16616,Real,11708000,13,34965236,418,Saúde,,POINT (341389.4057381028 7338089.414600845),1
EquipamentoPublicoDados.401,401,IASFA IV - Instituição de Acolhimento São Francisco de Assis,Avenida Agostinho Ferreira,211,Ribeirópolis,        ,  ,,421,Assistência Social,,POINT (346544.47092121595 7341970.1017797375),1
EquipamentoPublicoDados.402,402,IASFA V - Instituição de Acolhimento São Francisco de Assis,Rua Fabiana de Faria Andrade da Cruz,36,Sítio do Campo,        ,  ,,422,Assistência Social,,POINT (356224.3798149239 7345495.091790654),1
EquipamentoPublicoDados.404,404,IASFA II - Instituição de Acolhimento São Francisco de Assis,Avenida João Baptista de Siqueira,113,Antártica,,,,423,Assistência Social,,POINT (351936.13235796924 7344082.8762949295),1
EquipamentoPublicoDados.405,405,Secretaria de Assuntos de Segurança Pública,Avenida Ministro Marcos Freire,6660,Quietude,11718380,13,34965122,310,Administrativo/Serviços,,POINT (349775.6644205805 7342800.647837457),1
EquipamentoPublicoDados.406,406,Defesa Civil do Município,Rua Mario Daige,711,Maracanã,11705500,,199,438,Segurança,,POINT (346346.18337030435 7340781.232650038),1
EquipamentoPublicoDados.407,407,Base Operacional 55/6 da Polícia Militar Rodoviária,"Rodovia Padre Manoel da Nóbrega (SP-055) km 291 + 400m, Pista Leste",S/N,Maracanã,11715000,,,425,Segurança,,POINT (346392.0949239302 7341203.535432322),1
EquipamentoPublicoDados.409,409,Ministério Público do Estado de São Paulo - Promotoria de Justiça de Praia Grande,Rua José Borges Netto,789,Mirim,11705010,13,34711765,426,Administrativo/Serviços,,POINT (347713.023146679 7341929.544330267),1
EquipamentoPublicoDados.412,412,Posto Fiscal de Praia Grande - Secretaria da Fazenda,Rua José Borges Netto,693,Mirim,11705010,13,34911407,427,Administrativo/Serviços,,POINT (347833.5304648633 7341836.396801359),1
EquipamentoPublicoDados.413,413,Procuradoria Fiscal Municipal,Avenida Doutor Roberto de Almeida Vinhas,9101,Mirim,11705900,,,139,Administrativo/Serviços,,POINT (347647.3488927343 7341897.03118214),1
EquipamentoPublicoDados.414,414,Escola Municipal Vereador Valter Salerno,Avenida Dom Pedro II,860,Ocian,11704240,,,428,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/45,POINT (349459.9495790813 7342270.551500457),1
EquipamentoPublicoDados.415,415,Base da Guarda Civil Municipal - GCM Gilberto Buzeid,Avenida Paulo Sérgio Garcia,423,Sítio do Campo,11726010,,,429,Segurança,,POINT (357024.4798275701 7346113.727787807),1
EquipamentoPublicoDados.417,417,Centro de Iniciação ao Esporte José Moura,Rua Franklin Távora,181,Ribeirópolis,11714260,,,430,Esporte,,POINT (346081.20618335233 7342215.648982063),1
EquipamentoPublicoDados.418,418,PEV - Ecoponto Vila Sônia,Rua Arnaldo Augusto Baptista (dentro da Feira Confinada),1350,Vila Sônia,11722005,,,431,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (352728.18103865 7344581.523385077),1
EquipamentoPublicoDados.419,419,PEV - Ecoponto Anhanguera,Rua Clovis Batista dos Santos,644,Anhanguera,11715510,,,432,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (348491.96869689564 7343013.149297486),1
EquipamentoPublicoDados.420,420,PEV - Ecoponto Melvi,Rua Leopoldo Augusto  Miguez,280,Melvi,11712170,,,433,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (344693.59230200254 7340545.48262066),1
EquipamentoPublicoDados.421,421,ACAMAR Associação de Catadores de Materiais Recicláveis,Avenida do Trabalhador,2482,Antártica,11720090,,,435,Saneamento - Galpões de Triagem,,POINT (352796.69890810223 7344228.602474462),1
EquipamentoPublicoDados.422,422,Depósito,Rua Miguel Guerra,246,Vila Sônia,11722020,,,436,Administrativo/Serviços,,POINT (352715.1148467824 7344502.155782748),1
EquipamentoPublicoDados.424,424,"Espaço de Eventos e Kartódromo Municipal Gabriel Gonçalves Chini de
Sá",Rua José Bonifácio ,440,Sítio do Campo,11725420,,,437,Turismo,,POINT (356120.17724296043 7345508.625374908),1
EquipamentoPublicoDados.425,425,Parque da Cidade,Rua José Bonifácio,440,Sítio do Campo,11725420,,,388,Lazer,,POINT (355983.2253002515 7345298.894709163),1
EquipamentoPublicoDados.426,426,Dog Park,Rua José Bonifácio,440,Sítio do Campo,11725420,,,388,Lazer,,POINT (355983.2253002515 7345298.894709163),1
EquipamentoPublicoDados.427,427,PIC Sítio do Campo,Rua José Bonifácio,440,Sítio do Campo,11725420,13,34965065,389,Assistência Social,,POINT (355994.602698471 7345337.535921273),1
EquipamentoPublicoDados.428,428,PEV - Ecoponto Esmeralda,Avenida Ana Pereira da França,51,Esmeralda,11713280,,,439,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (345513.8777426037 7341551.541953831),1
EquipamentoPublicoDados.429,429,PEV - Ecoponto Quietude,Rua das Acácias,345,Quietude,11718160,,,440,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (349726.45924348716 7343095.439230674),1
EquipamentoPublicoDados.430,430,Deck de Pesca,Rua Paulo Sergio Garcia,777,Sítio do Campo,,,,441,Lazer,,POINT (357020.51702436135 7346479.146152242),1
EquipamentoPublicoDados.431,431,SAMU Base Descentralizada,Rua Dair Borges,550,Boqueirão,11701210,,192,62,Saúde,http://www.saude.gov.br/saude-de-a-z/servico-de-atendimento-movel-de-urgencia-samu-192,POINT (355681.979801646 7344477.815530045),1
EquipamentoPublicoDados.432,432,Abrigo Solidário Eliane Malzoni,Avenida Ministro Marcos Freire,6656,Quietude,11718380,,,512,Assistência Social,,POINT (349813.11158881854 7342814.776047049),1
EquipamentoPublicoDados.433,433,USAFA Princesa,Rua Vergilio Gabriel de Siqueira,20,Princesa,11711170,13,34965166,444,Saúde,,POINT (341089.7995586506 7338122.956045428),1
EquipamentoPublicoDados.435,435,Sede do 45° Batalhão da Polícia Militar do Interior (45º BPM-I – CPI 6),Avenida Ayrton Senna da Silva,1511,Xixová,11726500,,190,445,Segurança,https://www.policiamilitar.sp.gov.br/,POINT (356982.6254910342 7345674.32518498),1
EquipamentoPublicoDados.436,436,PEV - Ecoponto Antártica,Avenida João Baptista de Siqueira,451,Antártica,11720120,,,446,Saneamento - Coleta Seletiva,http://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (351758.92039690923 7344327.008328348),1
EquipamentoPublicoDados.438,438,USAFA Boqueirão,Avenida Presidente Kennedy,918,Boqueirão,11701330,13,34965201,65,Saúde,,POINT (355666.6989364377 7344682.85949569),1
EquipamentoPublicoDados.439,439,USAFA Tupi,Rua Meinacos,95,Tupi,11703710,13,34965205,109,Saúde,,POINT (351074.0426627704 7342659.365671365),1
EquipamentoPublicoDados.440,440,USAFA Aviação,Avenida Doutor Roberto de Almeida Vinhas,2929,Aviação,11702360,13,34965202,94,Saúde,,POINT (353518.88813918 7343910.650530284),1
EquipamentoPublicoDados.441,441,USAFA Mirim I,Avenida dos Sindicatos,635,Mirim,11704650,13,34965203,153,Saúde,,POINT (348899.1559422117 7341822.101340172),1
EquipamentoPublicoDados.443,443,CRAS Quietude,Avenida Ministro Marcos Freire,6650,Quietude,11718380,13,34728246,450,Assistência Social,mailto:crasquietude@praiagrande.sp.gov.br,POINT (349791.1788551229 7342806.131027929),1
EquipamentoPublicoDados.444,444,CEEJA Max Dada Gallizzi,Rua Oswaldo de Oliveira,310,Boqueirão,11701120,13,34734899,30,Educação,,POINT (355882.3904102172 7344102.076791965),1
EquipamentoPublicoDados.445,445,CEL Centro Estudo de Linguas,Rua Oswaldo de Oliveira,310,Boqueirão,11701120,,,30,Educação,,POINT (355882.3904102172 7344102.076791965),1
EquipamentoPublicoDados.446,446,DDM - Delegacia de Defesa da Mulher,Rua Cidade de Santos,499,Boqueirão,11701280,,190,447,Segurança,https://www.ssp.sp.gov.br/fale/institucional/answers.aspx?t=7,POINT (355782.59626126196 7344847.700833186),1
EquipamentoPublicoDados.447,447,Fundo Social de Solidariedade,Rua Emancipador Paulo Fefin,775,Boqueirão,11701140,13,34965001,51,Assistência Social,,POINT (355761.7364016919 7344594.179489617),1
EquipamentoPublicoDados.450,450,NECRIM - Núcleo Especial Criminal,Avenida Doutor Roberto de Almeida Vinhas,641,Boqueirão,11701350,,190,447,Segurança,,POINT (355782.59626126196 7344847.700833186),1
EquipamentoPublicoDados.451,451,Arquivo Público Municipal,Avenida Ministro Marcos Freire,6650,Quietude,11718380,,,304,Administrativo/Serviços,,POINT (349839.059653324 7342823.6719767125),1
EquipamentoPublicoDados.452,452,USAFA Guilhermina,Avenida Presidente Kennedy,2100,Guilhermina,11702200,13,34965200,451,Saúde,,POINT (354555.6456449062 7344235.474834892),1
EquipamentoPublicoDados.453,453,USAFA Noêmia,Avenida Presidente Kennedy,4960,Tupi,11703200,,,452,Saúde,,POINT (351925.43365951214 7343133.980411843),1
EquipamentoPublicoDados.454,454,Escola de Surf Alex Orelhinha,Calçadão da Orla - Avenida Presidente Castelo Branco com Rua Marechal Eurico Gaspar Dutra,S/N,Canto do Forte,,,,453,Esporte,,POINT (357200.6303970687 7343372.521025433),1
EquipamentoPublicoDados.458,458,"CEMAS - Centro de Especialidades Médicas, Ambulatoriais e Social",Rua Thomé de Souza,1313,Aviação,11702840,13,34965243,459,Saúde,,POINT (352275.42848388123 7343178.175937149),1
EquipamentoPublicoDados.459,459,Centro Oftalmológico,Rua Thomé de Souza,1313,Aviação,11702840,,,459,Saúde,,POINT (352275.42848388123 7343178.175937149),1
EquipamentoPublicoDados.460,460,Sede 3ª CIA da Polícia Militar,Rua Guimarães Rosa,1069,Ocian,11704160,,,131,Segurança,,POINT (349671.84957590856 7342579.953867661),1
EquipamentoPublicoDados.461,461,Espaço Kids Canto do Forte,Avenida Presidente Castelo Branco,621,Canto do Forte,,,,460,Turismo,http://www.praiagrande.sp.gov.br/pgnoticias/noticias/noticia_01.asp?cod=51831,POINT (357028.5900203106 7343425.810364946),1
EquipamentoPublicoDados.462,462,Residência Inclusiva,Rua Tomé de Souza,1313,Aviação,11702840,,,461,Assistência Social,,POINT (352270.8932196982 7343155.917295297),1
EquipamentoPublicoDados.463,463,Escola de Esportes Radicais Ocian,Calçadão da Orla - Avenida Presidente Castelo Branco com Rua José de Alencar,S/N,Ocian,,,,462,Esporte,,POINT (350261.57727721595 7341768.222134594),1
EquipamentoPublicoDados.464,464,Academia da Pista de Atletismo do Polo Esportivo e Cultural Leopoldo Estásio Vanderlinde,Rua José Bonifácio ,440,Sítio do Campo,,,,463,Esporte,,POINT (356040.6617912497 7345350.80571933),1
EquipamentoPublicoDados.465,465,CRAS Nova Mirim,Rua Lazurita,289,Nova Mirim,,,,464,Assistência Social,,POINT (347107.3825926764 7342442.316525378),1
EquipamentoPublicoDados.466,466,Conselho Tutelar Sul,Avenida Professora Heleny Rosa,114,Melvi,11712150,,,229,Assistência Social,,POINT (344779.5031412114 7340400.489780092),1
EquipamentoPublicoDados.467,467,Escola Municipal Vereadora Isaura Campos Garcia,Rua Teodósio de Augustinis,71,Sítio do Campo,11725350,,,397,Educação,https://dpid.cidadaopg.sp.gov.br/escolas/escolas/index-escola/80,POINT (355416.3045204473 7345728.001076318),1
EquipamentoPublicoDados.468,468,Centro POP,Avenida Ministro Marcos Freire,6670,Quietude,11718380,,,450,Assistência Social,,POINT (349791.1788551229 7342806.131027929),1
EquipamentoPublicoDados.469,469,Espaço Kids Aviação,Avenida Presidente Castelo Branco,4601,Aviação,,,,465,Turismo,,POINT (353113.5960244797 7342870.007392157),1
EquipamentoPublicoDados.470,470,Espaço Kids Ocian,Avenida Presidente Castelo Branco,7555,Ocian,,,,468,Turismo,,POINT (349708.1679516059 7341546.683994328),1
EquipamentoPublicoDados.471,471,Espaço Kids Guilhermina,Avenida Presidente Castelo Branco,2333,Guilhermina,,,,467,Turismo,,POINT (355185.1417711423 7343442.677246516),1
EquipamentoPublicoDados.472,472,Espaço Kids Tupi,Avenida Presidente Castelo Branco,6295,Tupi,,,,466,Turismo,,POINT (351317.9912365675 7342192.681408985),1
EquipamentoPublicoDados.473,473,Base da Guarda Civil Municipal - GCM José Adriano de Oliviera Costa,Rua Guimarães Rosa,1069,Ocian,11704160,,199,131,Segurança,http://www.praiagrande.sp.gov.br/pgnoticias/noticias/noticia_01.asp?cod=51809,POINT (349671.84957590856 7342579.953867661),1
EquipamentoPublicoDados.476,476,Delegacia Seccional de Polícia Civil,Rua Guimarães Rosa,1069,Ocian,11704160,,,131,Segurança,,POINT (349671.84957590856 7342579.953867661),1
EquipamentoPublicoDados.477,477,SAMU Regional Litoral Sul Aviação,Avenida Doutor Roberto de Almeida Vinhas,2929,Aviação,11702360,13,34965263,94,Saúde,,POINT (353518.88813918 7343910.650530284),1
EquipamentoPublicoDados.478,478,Quadra de Malha e Bocha,Rua José Bonifácio ,440,Sítio do Campo,,,,395,Esporte,,POINT (355969.26365223614 7345351.2107695425),1
EquipamentoPublicoDados.479,479,Subsecretaria de Ações de Cidadania,"Rua Xavantes, Edifício Saveiro/Gaivota",51,Tupi,11703300,,,103,Administrativo/Serviços,,POINT (351520.16695265804 7342351.840476783),1
EquipamentoPublicoDados.480,480,"""Areninha"" de esportes",Rua Maria Luiza Lavalle,180,Sítio do Campo,11725100,,,510,Esporte,,POINT (355194.1123378054 7345615.574547044),1
EquipamentoPublicoDados.481,481,Garagem da Secretaria de Educação José Luiz Gomes Aguiar,Rua Fernando Di Stefano,160,Quietude,,,,511,Educação,,POINT (349266.0739900014 7343397.834558869),1
EquipamentoPublicoDados.482,482,Central de Polícia Judiciária da Polícia Civil - CPJ,Rua Guimarães Rosa,1090,Ocian,11704160,,,131,Segurança,,POINT (349671.84957590856 7342579.953867661),1
EquipamentoPublicoDados.483,483,Delegacia de Investigações Gerais - DIG,Rua Guimarães Rosa,1090,Ocian,11704160,,,131,Segurança,,POINT (349671.84957590856 7342579.953867661),1
EquipamentoPublicoDados.484,484,Delegacia de Investigações Sobre Entorpecentes - DISE,Rua Guimarães Rosa,1090,Ocian,11704160,,,131,Segurança,,POINT (349671.84957590856 7342579.953867661),1
EquipamentoPublicoDados.486,486,Polo Praia Acessível,Avenida Presidente Castelo Branco,1801,Guilhermina,,,,513,Lazer,,POINT (355717.1793695583 7343537.915887215),1
EquipamentoPublicoDados.487,487,Espaço Kids Caiçara,Avenida Presidente Castelo Branco,13741,Caiçara,,,,514,Turismo,,POINT (344541.6972313372 7339076.655464976),1
EquipamentoPublicoDados.488,488,PEV - Ecoponto Tupiry,Rua Ariovaldo Augusto de Oliveira  ,200,Tupiry,11719030,,,515,Saneamento - Coleta Seletiva,https://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (350840.5442095241 7343384.559531452),1
EquipamentoPublicoDados.489,489,Pronto-Socorro Central - Unidade de Urgência e Emergencia,Avenida Presidente Kennedy,1491,Guilhermina,11702205,,,516,Saúde,,POINT (355143.26461347897 7344431.031494193),1
EquipamentoPublicoDados.490,490,Fonte Interativa,Avenida Presidente Castelo Branco,6538,Tupi,,,,517,Administrativo/Serviços,,POINT (351261.97272083553 7342173.571776993),1
EquipamentoPublicoDados.491,491,PEV - Ecoponto Samambaia,Rua dos Jacarandás ,182,Samambaia,11712480,,,518,Saneamento - Coleta Seletiva,https://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (344634.4652552457 7341245.421429565),1
EquipamentoPublicoDados.492,492,E.P.C.1  Forte,Avenida Ecológica Yolanda da Trentine Giuffrida,180,Canto do Forte,,,,519,Saneamento - Rede de Esgotamento Sanitário,,POINT (357983.65853502275 7344152.257314199),1
EquipamentoPublicoDados.493,493,Casa de Estar Ferdiano Alves de Oliveira,Avenida Doutor Sylvio Cunha Bueno,204,Melvi,11712040,,,520,Assistência Social,,POINT (344645.4344472492 7340428.059921522),1
EquipamentoPublicoDados.494,494,Creche do Idoso Caiçara,Rua São Domingos,1459,Caiçara,,,,521,Assistência Social,,POINT (343792.7014893626 7339227.333641383),1
EquipamentoPublicoDados.495,495,PEV - Ecoponto Princesa,"Ruas Hugolino José Ribeiro e Antônio Luiz Prates Maia, s/nº",,Princesa,11711150,  ,,522,Saneamento - Coleta Seletiva,https://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (340892.2751102622 7338111.596669854),1
EquipamentoPublicoDados.496,496,PEV - Ecoponto Glória,Rua Marlene Figuerôa,256,Glória,11721250,,,523,Saneamento - Coleta Seletiva,https://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (354445.7579745693 7344502.932108611),1
EquipamentoPublicoDados.499,499,PEV - Ecoponto Tupi,Rua Antônio Renato Gambini,10,Tupi,11703220,,,525,Saneamento - Coleta Seletiva,https://www.praiagrande.sp.gov.br/administracao/Projeto_descricao.asp?cdSecretaria=72&cdProjeto=23,POINT (351549.2838503736 7343196.1539517995),1
EquipamentoPublicoDados.500,500,SAMU Base Descentralizada,Rua Mario Daige,836,Maracanã,11705500,,,526,Saúde,,POINT (346312.189070468 7340808.018258042),1
EquipamentoPublicoDados.501,501,Academia de Saúde Real,Rua Lilás,448,Real,11708140,,,527,Saúde,,POINT (340863.7572973399 7337658.815000798),1
EquipamentoPublicoDados.502,502,Academia de Saúde Mirim II,Avenida Santo Antônio de Pádua,300,Nova Mirim,,,,528,Saúde,,POINT (347563.80454712297 7342218.213448018),1
EquipamentoPublicoDados.505,505,E.P.C. 2 Tupi,Rua Jair Roldão,,,,,,530,Saneamento - Rede de Esgotamento Sanitário,,POINT (350018.80643473985 7343655.489643012),1
EquipamentoPublicoDados.507,507,Espaço Anhanguera,Rua Clovis Batista dos Santos,,Anhanguera,11717510,,,531,Administrativo/Serviços,,POINT (348446.83008774795 7343047.0319985645),1
EquipamentoPublicoDados.508,508,Sanitário Aviação,Avenida Castelo Branco,,Aviação,11702700,,,533,Administrativo/Serviços,https://www2.praiagrande.sp.gov.br/noticia/Orla-de-Praia-Grande-recebe-sanitarios-acessiveis-e-modernos,POINT (353872.8285137884 7343107.46119177),1
EquipamentoPublicoDados.510,510,Campo de Futebol Caieiras,Ao lado do Conjunto Habitacional Praia de Caieiras,S/N,Tupiry,,,,536,Esporte,,POINT (349669.51168905216 7344152.628145492),1
EquipamentoPublicoDados.511,511,CICOE-PG - Centro Integrado de Comando e Operações Especiais,Avenida Presidente Kennedy,9000,Mirim,11704900,,,537,Segurança,,POINT (348032.5520048847 7341600.234618382),1
EquipamentoPublicoDados.512,512,Academia de Saúde Ribeirópolis,Avenida Doutor Esmeraldo Soares Tarquinio de Campos Filho,471,Ribeirópolis,11714140,,,270,Saúde,,POINT (346245.7117640253 7342071.653019432),1
EquipamentoPublicoDados.514,514,Residência Terapêutica II,Rua Copacabana,743,Guilhermina,11701670,,,538,Saúde,,POINT (355432.556192062 7344194.105604688),1
EquipamentoPublicoDados.515,515,USAFA Melvi II,Avenida Milena Perutich x Rua Frei Santa Rita Durão,,Melvi,,,,539,Saúde,,POINT (343847.9953574096 7340927.125280163),1
EquipamentoPublicoDados.516,516,Área de Lazer – Parque Maria Elisabeth Brasil Rebouças,Rua Profundir,s/n,Antártica,11720160,,,540,Lazer,,POINT (351645.88578530255 7344406.966894197),0
EquipamentoPublicoDados.517,517,Escola Municipal Teresa Morishigue Strioli,Rua Maria Rosa Correia,1000,Antártica,11721070,,,541,Educação,,POINT (352229.2065278112 7343984.504180023),0
EquipamentoPublicoDados.518,518,Parque de Lazer Maracanã - José Carlos Guerreiro,Rua Cesar Rodrigues dos Reis ,800,Maracanã,11705510,,,542,Lazer,,POINT (346212.6218521735 7340856.060482792),1
EquipamentoPublicoDados.519,519,Família Acolhedora,Rua José Carlos de Oliveira,130,Boqueirão,,,,543,Assistência Social,,POINT (356115.1453603809 7344471.878703061),1
EquipamentoPublicoDados.520,520,Base da Guarda Civil Municipal - GCM 03,Avenida Presidente Kennedy,19602,Solemar,11709000,,199,207,Segurança,,POINT (338643.9136072485 7336358.928658338),1
EquipamentoPublicoDados.522,522,Medicina do Trabalho / Acolhimento,Avenida Presidente Kennedy,9000,Mirim,,,,544,Administrativo/Serviços,,POINT (348077.8633224272 7341606.67482925),1
EquipamentoPublicoDados.524,524,SESURB - Usina de Compostagem / Viveiros,Rua Ariovaldo Augusto de Oliveira,260,Tupiry,,,,545,Administrativo/Serviços,,POINT (350811.6506144468 7343439.083507111),1
EquipamentoPublicoDados.525,525,SESURB - Base de Apoio,Avenida Doutor Roberto de Almeida Vinhas,S/N,Caiçara,,,,546,Administrativo/Serviços,,POINT (343693.13931418007 7339504.857916753),1
EquipamentoPublicoDados.526,526,SESURB - ATT Maracanã,Avenida Doutor Roberto de Almeida Vinhas,S/N,Maracanã,,,,547,Administrativo/Serviços,,POINT (345861.0038760989 7340805.449394467),1
